get_in_M,Avr gets
8429,17.2323
8434,17.2424
8439,17.2525
8444,17.1932
8449,17.2032
8454,17.2133
8459,17.2233
8464,17.1988
8469,17.2088
8474,17.2189
8479,17.1944
8484,17.2044
8489,17.18
8494,17.19
8499,17.2
8504,17.21
8509,17.1856
8514,17.1956
8519,17.2056
8524,17.1813
8529,17.1912
8534,17.2012
8539,17.2112
8544,17.2211
8549,17.1968
8554,17.1726
8559,17.1825
8564,17.1925
8569,17.1683
8574,17.1782
8579,17.1542
8584,17.164
8589,17.1739
8594,17.1499
8599,17.1598
8604,17.1696
8609,17.1795
8614,17.1893
8619,17.1992
8624,17.2091
8629,17.2189
8634,17.2288
8639,17.2387
8644,17.2485
8649,17.2584
8654,17.2682
8659,17.2781
8664,17.288
8669,17.2978
8674,17.2397
8679,17.2495
8684,17.2593
8689,17.2353
8694,17.2451
8699,17.2549
8704,17.2647
8709,17.2745
8714,17.2843
8719,17.2603
8724,17.2701
8729,17.2798
8734,17.2559
8739,17.2656
8744,17.2754
8749,17.2852
8754,17.2949
8759,17.3047
8764,17.2807
8769,17.2568
8774,17.233
8779,17.2427
8784,17.2524
8789,17.2287
8794,17.1718
8799,17.1815
8804,17.158
8809,17.1676
8814,17.1773
8819,17.1869
8824,17.1965
8829,17.2062
8834,17.1827
8839,17.1923
8844,17.2019
8849,17.1785
8854,17.1881
8859,17.1977
8864,17.2073
8869,17.1839
8874,17.1606
8879,17.1702
8884,17.1797
8889,17.1238
8894,17.1008
8899,17.0778
8904,17.0873
8909,17.0644
8914,17.0739
8919,17.0833
8924,17.0928
8929,17.1023
8934,17.1117
8939,17.0888
8944,17.066
8949,17.0755
8954,17.0527
8959,17.0621
8964,17.0716
8969,17.081
8974,17.0904
8979,17.0998
8984,17.1092
8989,17.1186
8994,17.1281
8999,17.1375
9004,17.1469
9009,17.1563
9014,17.1657
9019,17.1751
9024,17.1846
9029,17.194
9034,17.2034
9039,17.2128
9044,17.2222
9049,17.2316
9054,17.2411
9059,17.1857
9064,17.1951
9069,17.1723
9074,17.1816
9079,17.191
9084,17.2004
9094,17.1549
9099,17.1322
9104,17.1415
9109,17.1508
9114,17.1601
9119,17.1695
9124,17.1788
9129,17.1881
9134,17.1654
9139,17.1747
9144,17.1521
9149,17.1614
9154,17.1389
9159,17.1481
9164,17.1574
9169,17.1349
9174,17.1125
9179,17.0902
9184,17.0994
9189,17.1087
9194,17.1179
9199,17.1271
9204,17.1363
9209,17.1455
9214,17.1547
9219,17.1324
9224,17.1415
9229,17.1193
9234,17.0971
9239,17.075
9244,17.0841
9249,17.0932
9254,17.1024
9259,17.1115
9264,17.1207
9269,17.1298
9274,17.1077
9279,17.1168
9284,17.1259
9289,17.135
9294,17.1129
9299,17.122
9304,17.1311
9309,17.078
9314,17.0562
9319,17.0652
9324,17.0743
9329,17.0833
9334,17
9339,17.009
9344,17.018
9349,17.027
9354,17.036
9359,17.045
9364,17.0541
9369,17.0631
9374,17.0721
9379,17.0811
9384,17.0901
9389,17.0991
9394,17.0773
9399,17.0863
9404,17.0646
9409,17.0736
9414,17.0826
9419,17.0916
9424,17.1005
9429,17.0789
9434,17.0878
9439,17.0968
9444,17.1057
9449,17.1147
9454,17.0625
9464,17.0804
9469,17.0893
9474,17.0982
9479,17.1071
9484,17.1161
9489,17.125
9494,17.073
9499,17.0819
9504,17.0907
9509,17.0996
9514,17.1085
9519,17.1174
9524,17.1263
9529,17.1352
9534,17.1441
9539,17.1226
9544,17.1314
9549,17.1099
9554,17.1188
9559,17.1277
9564,17.1365
9569,17.1454
9574,17.1239
9579,17.1327
9584,17.1416
9589,17.1201
9594,17.129
9599,17.1076
9604,17.1164
9609,17.1252
9614,17.1039
9619,17.1127
9624,17.0914
9629,17.0702
9634,17.0789
9639,17.0877
9644,17.0665
9649,17.0157
9654,16.9652
9659,16.9739
9664,16.9237
9669,16.9031
9674,16.8826
9679,16.8621
9684,16.8417
9689,16.8503
9694,16.801
9699,16.8096
9704,16.8182
9709,16.8268
9714,16.8353
9719,16.8151
9724,16.8236
9729,16.8322
9734,16.8408
9739,16.8205
9744,16.8003
9749,16.7517
9754,16.7602
9759,16.7687
9764,16.7487
9769,16.7288
9774,16.7373
9779,16.7458
9784,16.7542
9789,16.7627
9794,16.7428
9799,16.7513
9804,16.7597
9809,16.7682
9814,16.7766
9819,16.7003
9824,16.7088
9829,16.7172
9834,16.7256
9839,16.7059
9844,16.7143
9849,16.7227
9854,16.703
9859,16.7114
9864,16.6918
9869,16.7002
9874,16.7085
9879,16.7169
9884,16.7253
9889,16.6778
9894,16.6861
9899,16.6945
9904,16.7028
9909,16.7112
9914,16.7195
9919,16.7279
9924,16.7083
9929,16.7167
9934,16.6972
9939,16.7055
9944,16.7138
9949,16.6944
9954,16.675
9959,16.6281
9964,16.6364
9969,16.6446
9974,16.6529
9979,16.6063
9984,16.6145
9989,16.5954
9994,16.6036
9999,16.5846
10004,16.5928
10009,16.601
10014,16.6092
10019,16.5902
10024,16.5984
10029,16.5794
10034,16.5605
10039,16.5416
10044,16.5498
10049,16.5309
10054,16.5391
10059,16.5472
10064,16.5285
10069,16.5097
10074,16.5179
10079,16.526
10084,16.5073
10089,16.5154
10094,16.5235
10099,16.5049
10104,16.5129
10109,16.521
10114,16.5291
10119,16.5105
10124,16.5186
10129,16.5
10134,16.5081
10139,16.5161
10144,16.5242
10149,16.5323
10154,16.5403
10159,16.5484
10164,16.5565
10169,16.5378
10174,16.5459
10179,16.5273
10184,16.5354
10189,16.5434
10194,16.5514
10199,16.5595
10204,16.5675
10209,16.5756
10214,16.557
10219,16.565
10224,16.5465
10229,16.528
10234,16.5096
10239,16.4912
10244,16.4992
10249,16.4809
10254,16.4889
10259,16.4968
10264,16.5048
10269,16.4865
10274,16.4422
10279,16.4501
10284,16.458
10289,16.4659
10294,16.4739
10299,16.4818
10304,16.4897
10309,16.4715
10314,16.4794
10319,16.4613
10324,16.4692
10329,16.4771
10334,16.485
10339,16.4929
10344,16.4748
10349,16.4826
10354,16.4905
10359,16.4984
10364,16.5063
10369,16.5142
10374,16.4961
10379,16.478
10384,16.46
10389,16.4678
10394,16.4757
10399,16.4835
10404,16.4655
10409,16.4734
10414,16.4812
10419,16.489
10424,16.4969
10429,16.4531
10434,16.4609
10439,16.4688
10444,16.4509
10449,16.4587
10454,16.4665
10459,16.4743
10464,16.4821
10469,16.4642
10474,16.472
10479,16.4798
10484,16.4363
10489,16.4441
10494,16.4264
10499,16.4341
10504,16.4419
10509,16.4496
10514,16.4574
10519,16.4651
10524,16.4729
10529,16.4806
10534,16.4884
10539,16.4961
10544,16.5039
10549,16.5116
10554,16.5194
10559,16.5271
10564,16.5349
10569,16.5426
10574,16.5248
10579,16.4815
10584,16.4892
10589,16.4715
10594,16.4792
10599,16.4869
10604,16.4946
10609,16.4769
10614,16.4846
10619,16.4923
10624,16.4747
10629,16.4823
10634,16.49
10639,16.4724
10644,16.4801
10649,16.4877
10654,16.4701
10659,16.4526
10664,16.4602
10669,16.4679
10674,16.4755
10679,16.4832
10684,16.4908
10689,16.4985
10694,16.4809
10699,16.4885
10704,16.4962
10709,16.5038
10714,16.4863
10719,16.4688
10724,16.4764
10729,16.484
10734,16.4916
10739,16.4992
10744,16.5068
10749,16.5145
10754,16.5221
10759,16.5297
10764,16.5122
10769,16.5198
10774,16.5023
10779,16.5099
10784,16.5175
10789,16.5
10794,16.4826
10799,16.4653
10804,16.448
10809,16.4555
10814,16.463
10819,16.4706
10824,16.4781
10829,16.4857
10834,16.4932
10839,16.4759
10844,16.4834
10849,16.4662
10854,16.4737
10859,16.4812
10864,16.4887
10869,16.4715
10874,16.479
10879,16.4865
10884,16.494
10889,16.5015
10894,16.509
10899,16.5165
10904,16.524
10909,16.5315
10914,16.5142
10919,16.497
10924,16.4798
10929,16.4873
10934,16.4948
10939,16.5022
10944,16.5097
10949,16.5172
10954,16.5
10959,16.5075
10964,16.4903
10969,16.4978
10974,16.5052
10979,16.5127
10984,16.5201
10989,16.5276
10994,16.535
10999,16.5425
11004,16.5499
11009,16.5574
11014,16.5648
11019,16.5476
11024,16.5551
11029,16.5625
11034,16.5453
11039,16.5527
11044,16.5602
11049,16.543
11054,16.5504
11059,16.5333
11064,16.5163
11069,16.5237
11074,16.5066
11079,16.514
11084,16.5214
11089,16.5288
11094,16.5118
11099,16.5192
11104,16.5022
11109,16.4853
11114,16.4684
11119,16.4758
11124,16.4831
11129,16.4905
11134,16.4978
11139,16.5051
11144,16.5125
11149,16.5198
11154,16.5272
11159,16.5345
11164,16.5419
11169,16.5492
11174,16.5323
11179,16.5154
11184,16.4985
11189,16.5058
11194,16.5132
11199,16.4964
11204,16.5036
11209,16.5109
11214,16.4942
11219,16.5015
11224,16.4847
11229,16.492
11234,16.4993
11239,16.5066
11244,16.4898
11249,16.4971
11254,16.5044
11259,16.5116
11264,16.5189
11269,16.5262
11274,16.5334
11279,16.5167
11284,16.5239
11289,16.5312
11294,16.5385
11299,16.5217
11304,16.529
11309,16.5362
11314,16.5435
11319,16.5507
11324,16.558
11329,16.5652
11334,16.5725
11339,16.5797
11344,16.587
11349,16.5942
11354,16.5774
11359,16.5847
11364,16.5919
11369,16.5751
11374,16.5824
11379,16.5657
11384,16.5729
11389,16.5801
11394,16.5873
11399,16.5468
11404,16.554
11409,16.5612
11414,16.5683
11419,16.5517
11424,16.5352
11429,16.5423
11434,16.5495
11439,16.5567
11444,16.5638
11449,16.571
11454,16.5782
11459,16.5854
11464,16.5925
11469,16.5759
11474,16.5594
11479,16.5665
11484,16.55
11489,16.5571
11494,16.5643
11499,16.5714
11504,16.5786
11509,16.5621
11514,16.5456
11519,16.5527
11524,16.5363
11529,16.5434
11534,16.5505
11539,16.5576
11544,16.5647
11549,16.5718
11554,16.5554
11559,16.5625
11564,16.5696
11569,16.5767
11574,16.5603
11579,16.5439
11584,16.551
11589,16.5581
11594,16.5417
11599,16.5254
11604,16.5325
11609,16.5395
11614,16.5233
11619,16.5303
11624,16.5141
11629,16.5211
11634,16.5282
11639,16.5352
11644,16.519
11649,16.526
11654,16.5331
11659,16.5401
11664,16.5471
11669,16.5541
11674,16.5612
11679,16.5682
11684,16.5752
11689,16.5823
11694,16.566
11699,16.573
11704,16.5336
11709,16.5406
11714,16.5476
11719,16.5315
11724,16.5385
11729,16.5455
11734,16.5524
11739,16.5594
11744,16.5664
11749,16.5734
11754,16.5804
11759,16.5874
11764,16.5712
11769,16.5551
11774,16.5621
11779,16.5229
11784,16.5299
11789,16.5139
11794,16.5208
11799,16.5278
11804,16.5347
11809,16.5417
11814,16.5486
11819,16.5556
11824,16.5166
11829,16.5235
11834,16.5305
11839,16.5145
11844,16.5214
11849,16.5284
11854,16.5124
11859,16.5193
11864,16.5034
11869,16.5103
11874,16.5172
11879,16.5241
11884,16.531
11889,16.5379
11894,16.522
11899,16.5062
11904,16.5131
11909,16.5199
11914,16.5041
11919,16.511
11924,16.5179
11929,16.5247
11934,16.5316
11939,16.5158
11944,16.5226
11949,16.5068
11954,16.5137
11959,16.5205
11964,16.5274
11969,16.5342
11974,16.5411
11979,16.5253
11984,16.5096
11989,16.5164
11994,16.5232
11999,16.5301
12004,16.5369
12009,16.5211
12014,16.528
12019,16.5123
12024,16.4966
12029,16.5034
12034,16.5102
12039,16.517
12044,16.5238
12049,16.5082
12054,16.4925
12059,16.4993
12064,16.5061
12069,16.4905
12074,16.475
12079,16.4817
12084,16.4885
12089,16.4953
12094,16.502
12099,16.5088
12104,16.4932
12109,16.5
12114,16.5068
12119,16.5135
12124,16.498
12129,16.5047
12134,16.5115
12139,16.5182
12144,16.525
12149,16.5317
12154,16.4718
12159,16.4785
12164,16.4631
12169,16.4477
12174,16.4324
12179,16.4391
12184,16.4458
12189,16.4305
12194,16.4152
12199,16.4219
12204,16.4067
12209,16.3697
12214,16.3763
12219,16.383
12224,16.3896
12229,16.3745
12234,16.3811
12239,16.366
12244,16.3727
12249,16.3793
12254,16.3642
12259,16.3492
12264,16.3558
12269,16.3624
12274,16.3474
12279,16.354
12284,16.3606
12289,16.3672
12294,16.3522
12299,16.3373
12304,16.3439
12309,16.3289
12314,16.3141
12319,16.2992
12324,16.3058
12329,16.291
12334,16.2975
12339,16.2827
12344,16.268
12349,16.2745
12354,16.2386
12359,16.2451
12364,16.2516
12369,16.2581
12374,16.2647
12379,16.2712
12384,16.2777
12389,16.2842
12394,16.2907
12399,16.2973
12404,16.2826
12409,16.2891
12414,16.2956
12419,16.2809
12424,16.2874
12429,16.2939
12434,16.3004
12439,16.3069
12444,16.3134
12449,16.3199
12454,16.3264
12459,16.3329
12464,16.3394
12469,16.3459
12474,16.3312
12479,16.3377
12484,16.3442
12489,16.3294
12494,16.3359
12499,16.3424
12504,16.3277
12509,16.3342
12514,16.3407
12519,16.326
12524,16.3114
12529,16.3178
12534,16.3032
12539,16.3097
12544,16.3161
12549,16.3226
12554,16.308
12559,16.3144
12564,16.3209
12569,16.3273
12574,16.3338
12579,16.3402
12584,16.3466
12589,16.3531
12594,16.3595
12599,16.366
12604,16.3514
12609,16.3578
12614,16.3642
12619,16.3707
12624,16.3771
12629,16.3835
12634,16.39
12639,16.3543
12644,16.3607
12649,16.3671
12654,16.3526
12659,16.338
12664,16.3235
12669,16.2883
12674,16.2946
12679,16.301
12684,16.3074
12689,16.3138
12694,16.3202
12699,16.3265
12704,16.3329
12709,16.3393
12714,16.3457
12719,16.352
12724,16.3584
12729,16.3439
12734,16.3295
12739,16.3359
12744,16.3215
12749,16.3278
12754,16.3135
12759,16.3198
12764,16.3054
12769,16.2911
12774,16.2975
12779,16.3038
12784,16.3101
12789,16.3165
12794,16.3228
12799,16.3291
12804,16.3354
12809,16.3418
12814,16.3481
12819,16.3544
12824,16.3608
12829,16.3671
12834,16.3734
12839,16.359
12844,16.3654
12849,16.3717
12854,16.378
12859,16.3636
12869,16.3556
12874,16.3619
12879,16.3682
12884,16.3745
12889,16.3808
12894,16.3871
12899,16.3934
12909,16.4061
12914,16.4124
12919,16.4187
12924,16.425
12929,16.4106
12934,16.4169
12939,16.4232
12944,16.4295
12949,16.4358
12954,16.4421
12959,16.4484
12964,16.4547
12969,16.461
12974,16.4465
12979,16.4528
12984,16.4591
12989,16.4035
12994,16.3892
12999,16.3955
13004,16.3608
13009,16.367
13014,16.3733
13019,16.3795
13024,16.3653
13029,16.3512
13034,16.3371
13039,16.3433
13044,16.3495
13049,16.3557
13054,16.3619
13059,16.3682
13064,16.3744
13069,16.3806
13074,16.3868
13079,16.3727
13084,16.3586
13089,16.3648
13094,16.3304
13099,16.3366
13104,16.3226
13109,16.3288
13114,16.335
13119,16.3412
13124,16.3473
13129,16.3535
13134,16.3597
13139,16.3457
13144,16.3519
13149,16.358
13154,16.3642
13159,16.3704
13164,16.3765
13169,16.3827
13174,16.3889
13179,16.3951
13184,16.4012
13189,16.367
13194,16.3732
13199,16.3793
13204,16.3855
13209,16.3715
13214,16.3776
13219,16.3838
13224,16.3899
13229,16.3961
13234,16.362
13239,16.3681
13244,16.3742
13249,16.3603
13254,16.3464
13259,16.3325
13264,16.3386
13269,16.3049
13274,16.311
13279,16.3171
13284,16.3232
13289,16.3293
13294,16.3155
13299,16.2819
13304,16.288
13309,16.294
13314,16.3001
13319,16.3062
13324,16.3123
13329,16.2985
13334,16.3046
13339,16.3107
13344,16.3167
13349,16.303
13354,16.3091
13359,16.3152
13364,16.3212
13369,16.3273
13374,16.3136
13379,16.3196
13384,16.3059
13389,16.2726
13394,16.2395
13399,16.2455
13404,16.2515
13409,16.2575
13414,16.244
13419,16.25
13424,16.217
13429,16.223
13434,16.229
13439,16.235
13444,16.2216
13449,16.2081
13454,16.2141
13459,16.2007
13464,16.2067
13469,16.2127
13474,16.2186
13479,16.2246
13484,16.2306
13489,16.2366
13494,16.2425
13499,16.2485
13504,16.2545
13509,16.2411
13514,16.247
13519,16.253
13524,16.2589
13529,16.2455
13534,16.2515
13539,16.2574
13544,16.2634
13549,16.25
13554,16.256
13559,16.2426
13564,16.2485
13569,16.2545
13574,16.2604
13579,16.2278
13584,16.2145
13589,16.2012
13594,16.2071
13599,16.1747
13604,16.1806
13609,16.1865
13614,16.1543
13619,16.1602
13624,16.1471
13629,16.1529
13634,16.1398
13639,16.1457
13644,16.1516
13649,16.1575
13654,16.1444
13659,16.1502
13664,16.1372
13669,16.143
13674,16.13
13679,16.117
13684,16.1228
13689,16.1287
13694,16.1345
13699,16.1215
13704,16.1273
13709,16.1332
13714,16.1202
13719,16.126
13724,16.1319
13729,16.1377
13734,16.1435
13739,16.1494
13744,16.1364
13749,16.1422
13759,16.135
13764,16.1409
13769,16.1092
13774,16.0963
13779,16.1021
13784,16.0892
13789,16.095
13794,16.1008
13799,16.088
13804,16.0938
13809,16.0995
13814,16.1053
13819,16.1111
13824,16.1169
13829,16.1227
13834,16.1285
13839,16.1343
13844,16.1214
13849,16.1272
13854,16.1329
13859,16.1387
13864,16.1445
13869,16.1503
13874,16.1561
13879,16.1432
13884,16.1303
13889,16.1361
13894,16.1047
13899,16.1105
13904,16.1162
13909,16.122
13914,16.1092
13919,16.0964
13924,16.1022
13929,16.1079
13934,16.1137
13939,16.1194
13944,16.0882
13949,16.0939
13954,16.0997
13959,16.087
13964,16.0927
13969,16.0984
13974,16.1041
13979,16.1098
13984,16.0971
13989,16.1029
13994,16.0902
13999,16.0959
14004,16.0832
14009,16.0889
14014,16.0763
14019,16.082
14024,16.0877
14029,16.0934
14034,16.0808
14039,16.0865
14044,16.0922
14049,16.0613
14054,16.0488
14059,16.0362
14064,16.0238
14069,16.0294
14074,16.0351
14079,16.0407
14084,16.0464
14089,16.0339
14094,16.0214
14099,16.0271
14104,16.0327
14109,16.0384
14114,16.044
14119,16.0497
14124,16.0553
14129,16.0609
14134,16.0666
14139,16.0722
14144,16.0598
14149,16.0473
14154,16.0529
14159,16.0405
14164,16.0101
14169,16.0157
14174,16.0034
14179,16.009
14184,16.0146
14189,16.0202
14194,16.0258
14199,16.0314
14204,16.037
14209,16.0426
14214,16.0482
14219,16.0358
14224,16.0414
14229,16.047
14234,16.0347
14239,16.0403
14244,16.0459
14249,16.0515
14254,16.057
14259,16.0447
14264,16.0503
14269,16.0559
14274,16.0615
14279,16.067
14284,16.0726
14289,16.0603
14294,16.0479
14299,16.0535
14304,16.0591
14309,16.0647
14314,16.0702
14319,16.0758
14324,16.0814
14329,16.087
14334,16.0925
14339,16.0981
14344,16.1037
14349,16.1093
14354,16.0969
14359,16.1024
14364,16.108
14369,16.1136
14374,16.1192
14379,16.1247
14384,16.1123
14389,16.1179
14394,16.1056
14399,16.1111
14404,16.1167
14409,16.1222
14414,16.1278
14419,16.1333
14424,16.1389
14429,16.1444
14434,16.1321
14439,16.1376
14444,16.1253
14449,16.113
14454,16.1185
14459,16.124
14464,16.1296
14469,16.1351
14474,16.1406
14479,16.1462
14484,16.1517
14489,16.1573
14494,16.1449
14499,16.1504
14504,16.156
14509,16.1436
14514,16.1492
14519,16.1547
14524,16.1602
14529,16.1657
14534,16.1713
14539,16.1768
14544,16.1645
14549,16.17
14554,16.1755
14559,16.181
14564,16.1687
14569,16.1386
14574,16.1441
14579,16.1142
14584,16.1196
14589,16.1251
14594,16.1306
14599,16.1361
14604,16.1416
14609,16.1294
14614,16.1349
14619,16.1404
14624,16.1458
14629,16.1336
14634,16.1214
14639,16.1269
14644,16.1324
14649,16.1379
14654,16.1433
14659,16.1311
14664,16.119
14669,16.1245
14674,16.1299
14679,16.1354
14684,16.1232
14689,16.1287
14694,16.1166
14699,16.0695
14704,16.0575
14709,16.0629
14714,16.0683
14719,16.039
14724,16.0444
14729,16.0498
14734,16.0552
14739,16.0606
14744,16.066
14749,16.0714
14754,16.0768
14759,16.0823
14764,16.0877
14769,16.0757
14774,16.0811
14779,16.0865
14784,16.0919
14789,16.0973
14794,16.1027
14799,16.1081
14804,16.1135
14809,16.1189
14814,16.1243
14819,16.1123
14824,16.1177
14829,16.1231
14834,16.1111
14839,16.1165
14844,16.1045
14849,16.1099
14854,16.1153
14859,16.1207
14864,16.1261
14869,16.1315
14874,16.1369
14879,16.1249
14884,16.1302
14889,16.1356
14894,16.1237
14899,16.1117
14904,16.1171
14909,16.1052
14914,16.0932
14919,16.0986
14924,16.0867
14929,16.0921
14934,16.0974
14939,16.1028
14944,16.1081
14949,16.1135
14954,16.1188
14959,16.1242
14964,16.1296
14969,16.1176
14974,16.123
14979,16.1283
14984,16.1337
14989,16.1218
14999,16.1153
15004,16.1206
15009,16.1259
15014,16.1313
15019,16.1366
15024,16.1247
15029,16.1301
15034,16.1354
15039,16.1235
15044,16.1289
15049,16.1342
15054,16.1395
15059,16.1448
15064,16.1502
15069,16.1555
15074,16.1436
15079,16.1489
15084,16.1543
15089,16.1596
15094,16.1649
15099,16.153
15104,16.1583
15109,16.1637
15114,16.169
15119,16.1743
15124,16.1796
15129,16.1849
15134,16.173
15139,16.1783
15144,16.1837
15149,16.189
15154,16.1943
15159,16.1996
15164,16.2049
15169,16.2102
15174,16.1983
15179,16.2036
15184,16.1917
15189,16.197
15194,16.2023
15199,16.2076
15204,16.1958
15209,16.2011
15214,16.2063
15219,16.2116
15224,16.1998
15229,16.2051
15234,16.2104
15239,16.1985
15244,16.1697
15249,16.1749
15254,16.1632
15259,16.1514
15264,16.1567
15269,16.1619
15274,16.1672
15279,16.1725
15284,16.1777
15289,16.183
15294,16.1882
15299,16.1935
15304,16.1987
15309,16.204
15314,16.1922
15319,16.1975
15324,16.2027
15329,16.208
15334,16.2132
15339,16.2015
15344,16.2067
15349,16.212
15354,16.2172
15359,16.2225
15364,16.2107
15369,16.2159
15374,16.2042
15379,16.2094
15384,16.1977
15389,16.186
15394,16.1743
15399,16.1627
15404,16.1342
15409,16.1227
15414,16.1279
15419,16.1331
15424,16.1383
15429,16.1435
15434,16.1486
15439,16.1538
15444,16.1423
15449,16.1475
15454,16.1526
15459,16.1411
15464,16.1295
15469,16.118
15474,16.1065
15479,16.1117
15484,16.1169
15489,16.122
15494,16.1105
15499,16.0991
15504,16.0876
15509,16.0928
15514,16.0979
15519,16.0865
15524,16.0917
15529,16.0968
15534,16.0689
15539,16.074
15544,16.0626
15549,16.0678
15554,16.0564
15559,16.0615
15564,16.0502
15569,16.0389
15574,16.044
15579,16.0491
15584,16.0542
15589,16.0594
15594,16.0645
15599,16.0696
15604,16.0747
15609,16.0798
15614,16.085
15619,16.0901
15624,16.0952
15629,16.1003
15634,16.1054
15639,16.0776
15644,16.0827
15649,16.0714
15654,16.0601
15659,16.0652
15664,16.0703
15669,16.0754
15674,16.0805
15679,16.0856
15684,16.0743
15689,16.0794
15694,16.0845
15699,16.0896
15704,16.0947
15709,16.0834
15714,16.0396
15719,16.0284
15724,16.0172
15729,15.9899
15734,15.9949
15739,16
15744,15.9728
15749,15.9457
15754,15.9347
15759,15.9397
15764,15.9447
15769,15.9337
15774,15.9388
15779,15.9438
15784,15.9328
15789,15.9378
15794,15.9428
15799,15.9478
15804,15.9529
15809,15.9579
15814,15.9629
15819,15.9679
15824,15.9729
15829,15.9779
15834,15.9829
15839,15.988
15844,15.961
15849,15.9341
15854,15.9391
15859,15.9281
15864,15.9172
15874,15.9114
15879,15.9163
15884,15.9213
15889,15.9263
15894,15.9154
15899,15.8888
15904,15.8937
15909,15.8987
15914,15.9037
15919,15.8771
15924,15.8821
15929,15.8713
15934,15.8762
15939,15.8812
15944,15.8861
15949,15.8911
15954,15.8803
15959,15.8853
15964,15.8902
15969,15.8952
15974,15.9001
15979,15.905
15984,15.91
15989,15.9149
15994,15.9199
15999,15.9248
16004,15.914
16009,15.9033
16014,15.8456
16019,15.835
16024,15.8399
16029,15.8448
16034,15.8497
16039,15.8235
16044,15.8284
16049,15.8333
16059,15.8431
16064,15.848
16069,15.8374
16074,15.8423
16079,15.8472
16084,15.8521
16089,15.857
16094,15.8154
16099,15.8203
16104,15.7943
16109,15.7992
16114,15.8041
16119,15.7936
16124,15.7984
16129,15.8033
16134,15.7928
16139,15.7823
16144,15.7718
16149,15.7767
16154,15.7816
16159,15.7864
16164,15.7759
16169,15.7808
