get_in_M,Avr gets
16174,15.7551
16179,15.7599
16184,15.7495
16189,15.7544
16194,15.7592
16199,15.7488
16204,15.7536
16209,15.7585
16214,15.7329
16219,15.7074
16224,15.7122
16229,15.717
16234,15.7067
16239,15.7115
16244,15.7012
16249,15.691
16254,15.6958
16259,15.7006
16264,15.6903
16269,15.6801
16274,15.6699
16279,15.6597
16284,15.6495
16289,15.6543
16294,15.659
16299,15.6489
16304,15.6536
16309,15.6584
16314,15.6632
16319,15.6381
16324,15.628
16329,15.6327
16334,15.6226
16339,15.6274
16344,15.6173
16349,15.622
16354,15.6268
16359,15.6167
16364,15.6066
16369,15.6114
16374,15.6013
16379,15.6061
16384,15.6108
16389,15.586
16394,15.5907
16399,15.5955
16404,15.6002
16409,15.5902
16414,15.5949
16419,15.5849
16424,15.5896
16429,15.5943
16434,15.5991
16439,15.5891
16444,15.5938
16449,15.5985
16454,15.5885
16459,15.5932
16464,15.5979
16469,15.6026
16474,15.6073
16479,15.6121
16484,15.6168
16489,15.6215
16494,15.6262
16499,15.6162
16504,15.6062
16509,15.6109
16514,15.6156
16519,15.6203
16524,15.625
16529,15.6297
16534,15.6197
16539,15.6098
16544,15.6144
16549,15.6045
16554,15.6092
16559,15.6139
16564,15.6039
16569,15.6086
16574,15.5987
16579,15.5888
16584,15.5935
16589,15.5836
16594,15.5882
16599,15.5493
16604,15.554
16609,15.5587
16614,15.5633
16619,15.568
16624,15.5581
16629,15.5628
16634,15.5674
16639,15.5721
16644,15.5767
16649,15.5669
16654,15.5716
16659,15.5762
16664,15.5809
16669,15.5855
16674,15.5757
16679,15.5803
16684,15.585
16689,15.5751
16694,15.5509
16699,15.5412
16704,15.5171
16709,15.5217
16714,15.512
16719,15.5023
16724,15.4784
16729,15.4688
16734,15.445
16739,15.4495
16744,15.4541
16749,15.4445
16754,15.4491
16759,15.4396
16764,15.4441
16769,15.4346
16774,15.425
16779,15.4296
16784,15.4201
16789,15.4247
16794,15.4292
16799,15.4338
16804,15.4243
16809,15.4288
16814,15.4334
16819,15.4239
16824,15.4284
16829,15.4189
16834,15.4235
16839,15.4281
16844,15.4326
16849,15.4372
16854,15.4277
16859,15.4322
16864,15.4368
16869,15.4413
16874,15.4459
16879,15.4504
16884,15.455
16889,15.4174
16894,15.422
16899,15.3986
16904,15.4031
16909,15.3937
16914,15.3982
16919,15.4027
16924,15.4072
16929,15.3839
16934,15.3745
16939,15.3652
16944,15.3559
16949,15.3604
16954,15.351
16959,15.3555
16964,15.36
16969,15.3645
16974,15.369
16979,15.3735
16984,15.378
16989,15.3825
16994,15.387
16999,15.3777
17004,15.3684
17009,15.3729
17014,15.3774
17019,15.3819
17024,15.3863
17029,15.3908
17034,15.3677
17039,15.3447
17044,15.3491
17049,15.3536
17054,15.3307
17059,15.3351
17064,15.3259
17069,15.3167
17074,15.3075
17079,15.3119
17084,15.3028
17089,15.3072
17094,15.3117
17099,15.3161
17104,15.3069
17109,15.3114
17114,15.3158
17119,15.3067
17124,15.2975
17129,15.302
17134,15.2928
17139,15.2837
17144,15.2881
17149,15.2926
17154,15.2834
17159,15.2879
17164,15.2653
17169,15.2697
17174,15.2741
17179,15.2785
17184,15.2829
17189,15.2874
17194,15.2918
17199,15.2827
17204,15.2736
17209,15.2511
17214,15.2555
17219,15.2599
17224,15.2643
17229,15.2687
17234,15.2731
17239,15.2641
17244,15.2685
17249,15.246
17254,15.2504
17259,15.2548
17264,15.2592
17269,15.2636
17274,15.268
17279,15.2724
17284,15.2768
17289,15.2812
17294,15.2856
17299,15.29
17304,15.2944
17309,15.2719
17314,15.2763
17319,15.2539
17324,15.2583
17329,15.2493
17334,15.2537
17339,15.2581
17344,15.2625
17349,15.2668
17354,15.2579
17359,15.2622
17364,15.2533
17369,15.2576
17374,15.2487
17379,15.2531
17384,15.2441
17389,15.2485
17394,15.2395
17399,15.2042
17404,15.2085
17409,15.2129
17414,15.2172
17419,15.2215
17424,15.2259
17429,15.2302
17434,15.2346
17439,15.2389
17444,15.2168
17449,15.2212
17454,15.1991
17459,15.2035
17464,15.2078
17469,15.2121
17474,15.2033
17479,15.2076
17484,15.1988
17489,15.19
17494,15.1943
17499,15.1986
17504,15.2029
17509,15.2073
17514,15.1723
17519,15.1766
17524,15.1809
17529,15.1852
17534,15.1895
17539,15.1938
17544,15.185
17549,15.1893
17554,15.1675
17559,15.1718
17564,15.1761
17569,15.1804
17574,15.1847
17579,15.189
17584,15.1933
17589,15.1845
17594,15.1888
17599,15.1931
17604,15.1974
17609,15.2017
17614,15.206
17619,15.2103
17624,15.2146
17629,15.2189
17634,15.2232
17639,15.2275
17644,15.2318
17649,15.2361
17654,15.2403
17659,15.2446
17664,15.2358
17669,15.214
17674,15.2183
17679,15.2096
17684,15.2139
17689,15.2181
17694,15.2094
17699,15.2137
17704,15.205
17709,15.2092
17714,15.2005
17719,15.2048
17724,15.1961
17729,15.2003
17734,15.2046
17739,15.1959
17744,15.2002
17749,15.1915
17754,15.1957
17759,15.2
17764,15.2043
17769,15.2085
17774,15.174
17779,15.1783
17784,15.1696
17789,15.1739
17794,15.1781
17799,15.1824
17804,15.1866
17809,15.1908
17814,15.1951
17819,15.1864
17824,15.1907
17829,15.1949
17834,15.1863
17839,15.1905
17844,15.1819
17849,15.1733
17854,15.1775
17859,15.1817
17864,15.186
17869,15.1902
17874,15.1944
17879,15.1986
17884,15.1772
17889,15.1814
17894,15.1857
17899,15.1771
17904,15.1685
17909,15.1599
17914,15.1641
17919,15.1684
17924,15.1726
17929,15.1513
17934,15.1427
17939,15.1469
17944,15.1511
17949,15.1553
17954,15.1595
17959,15.1637
17964,15.1552
17969,15.1594
17974,15.1636
17979,15.1678
17984,15.172
17989,15.1762
17994,15.1804
17999,15.1718
18004,15.176
18009,15.1675
18014,15.1717
18019,15.1759
18024,15.1801
18029,15.1843
18034,15.1884
18039,15.1926
18044,15.1841
18049,15.1756
18054,15.1798
18059,15.1713
18069,15.1796
18074,15.1711
18079,15.1753
18084,15.1542
18089,15.1583
18094,15.1625
18099,15.1667
18104,15.1708
18109,15.175
18114,15.1792
18119,15.1833
18129,15.179
18134,15.1832
18139,15.1747
18144,15.1663
18149,15.1704
18154,15.1746
18159,15.1787
18164,15.1829
18169,15.1744
18174,15.1786
18179,15.1827
18184,15.1743
18189,15.1784
18194,15.1826
18199,15.1867
18204,15.1783
18209,15.1824
18214,15.1866
18219,15.1907
18224,15.1823
18229,15.1864
18234,15.1906
18239,15.1947
18244,15.1988
18249,15.203
18254,15.2071
18259,15.2113
18264,15.2028
18269,15.207
18274,15.2111
18279,15.2152
18284,15.2194
18289,15.2235
18294,15.2276
18299,15.2318
18304,15.2359
18309,15.2401
18314,15.2442
18319,15.2483
18324,15.2525
18329,15.2566
18334,15.2608
18339,15.2649
18344,15.269
18349,15.2605
18354,15.2647
18359,15.2688
18364,15.273
18369,15.2771
18374,15.2812
18379,15.2727
18384,15.2769
18389,15.281
18394,15.2851
18399,15.2766
18404,15.2682
18409,15.2471
18414,15.2512
18419,15.2554
18424,15.2469
18429,15.251
18434,15.2551
18439,15.2593
18444,15.2634
18449,15.2675
18454,15.259
18459,15.2506
18464,15.2547
18469,15.2588
18474,15.2629
18479,15.2671
18484,15.2712
18489,15.2627
18494,15.2668
18499,15.2709
18504,15.275
18509,15.2666
18514,15.2707
18519,15.2623
18524,15.2664
18529,15.2705
18534,15.2746
18539,15.2662
18544,15.2703
18549,15.2744
18554,15.2785
18559,15.2826
18564,15.2867
18569,15.2782
18574,15.2823
18579,15.2864
18584,15.278
18589,15.2821
18594,15.2862
18599,15.2903
18604,15.2944
18609,15.2984
18614,15.2776
18619,15.2816
18624,15.2857
18629,15.2898
18634,15.2814
18639,15.2855
18644,15.2896
18649,15.2936
18654,15.2852
18659,15.2893
18664,15.2934
18669,15.2975
18674,15.2891
18679,15.2807
18684,15.2848
18689,15.2889
18694,15.2929
18699,15.297
18704,15.3011
18709,15.3051
18714,15.3092
18719,15.3133
18724,15.3049
18729,15.3089
18734,15.313
18739,15.3046
18744,15.3087
18749,15.3128
18754,15.3168
18759,15.3084
18764,15.2877
18769,15.2917
18774,15.2958
18779,15.2874
18784,15.2915
18789,15.2832
18794,15.2749
18799,15.2789
18804,15.2829
18809,15.287
18814,15.291
18819,15.2951
18824,15.2868
18829,15.2908
18834,15.2825
18839,15.2865
18844,15.2782
18849,15.2823
18854,15.2863
18859,15.2903
18864,15.2944
18869,15.2984
18874,15.3024
18879,15.3065
18884,15.3105
18889,15.3145
18894,15.3185
18899,15.3226
18904,15.3266
18909,15.3306
18914,15.3347
18919,15.3387
18924,15.3427
18929,15.3468
18934,15.3384
18939,15.3425
18944,15.3465
18949,15.3382
18954,15.3422
18959,15.3339
18964,15.3379
18969,15.3296
18974,15.3213
18979,15.3253
18984,15.3293
18989,15.3333
18994,15.3373
18999,15.3414
19004,15.3454
19009,15.3371
19014,15.3411
19019,15.3451
19024,15.3368
19029,15.3408
19034,15.3448
19039,15.3243
19044,15.3283
19049,15.3323
19054,15.3363
19059,15.3403
19064,15.3443
19069,15.3483
19074,15.34
19079,15.344
19084,15.348
19089,15.352
19094,15.356
19099,15.3477
19104,15.3517
19109,15.3435
19114,15.3352
19119,15.327
19124,15.3187
19129,15.3227
19134,15.3267
19139,15.3185
19144,15.3225
19149,15.3264
19154,15.3304
19159,15.3344
19164,15.3384
19169,15.3302
19174,15.3341
19179,15.3381
19184,15.3421
19189,15.3461
19194,15.35
19199,15.3418
19204,15.3458
19209,15.3498
19214,15.3537
19219,15.3577
19224,15.3617
19229,15.3657
19234,15.3696
19239,15.3492
19244,15.3532
19249,15.3571
19254,15.3611
19259,15.3651
19264,15.3569
19269,15.3608
19274,15.3648
19279,15.3688
19284,15.3605
19289,15.3645
19294,15.3685
19299,15.3603
19304,15.3642
19309,15.3682
19314,15.3721
19319,15.3639
19324,15.3679
19329,15.3597
19334,15.3636
19339,15.3676
19344,15.3715
19349,15.3755
19354,15.3794
19359,15.3712
19364,15.3752
19369,15.3791
19374,15.3831
19379,15.3749
19384,15.3788
19389,15.3828
19394,15.3867
19399,15.3907
19404,15.3704
19409,15.3743
19414,15.3783
19419,15.3822
19424,15.3861
19429,15.3901
19434,15.394
19439,15.3858
19444,15.3898
19449,15.3937
19454,15.3855
19459,15.3895
19464,15.3813
19469,15.3852
19474,15.3892
19479,15.3931
19484,15.3849
19489,15.3888
19494,15.3928
19499,15.3967
19504,15.4006
19509,15.3925
19514,15.3843
19519,15.3882
19524,15.3922
19529,15.384
19534,15.3759
19539,15.3798
19544,15.3837
19549,15.3756
19554,15.3675
19559,15.3594
19564,15.3633
19569,15.3672
19574,15.3711
19579,15.375
19584,15.3669
19589,15.3708
19594,15.3747
19599,15.3786
19604,15.3705
19609,15.3744
19614,15.3783
19619,15.3702
19624,15.3741
19629,15.378
19634,15.3819
19639,15.3858
19644,15.3897
19649,15.3936
19654,15.3855
19659,15.3894
19664,15.3933
19669,15.3852
19674,15.3891
19679,15.393
19684,15.3969
19689,15.4008
19694,15.3927
19699,15.3846
19704,15.3766
19709,15.3804
19714,15.3724
19719,15.3643
19724,15.3682
19729,15.3721
19734,15.376
19739,15.3679
19744,15.3718
19749,15.3757
19754,15.3796
19759,15.3715
19764,15.3754
19769,15.3674
19774,15.3712
19779,15.3751
19784,15.379
19789,15.3828
19794,15.3748
19799,15.3787
19804,15.3825
19809,15.3864
19814,15.3903
19819,15.3822
19824,15.3861
19829,15.39
19834,15.3938
19839,15.3977
19844,15.3897
19849,15.3935
19854,15.3974
19859,15.4012
19864,15.3932
19869,15.3971
19874,15.4009
19879,15.4048
19884,15.4086
19889,15.4125
19894,15.4163
19899,15.4202
19904,15.4241
19909,15.4279
19914,15.4318
19919,15.4356
19924,15.4276
19929,15.4314
19934,15.4353
19939,15.4391
19944,15.443
19949,15.4231
19954,15.4269
19959,15.4071
19964,15.4109
19969,15.4029
19974,15.3949
19979,15.3988
19984,15.4026
19989,15.4064
19994,15.4103
19999,15.4141
20004,15.4061
20009,15.41
20014,15.402
20019,15.394
20024,15.3979
20029,15.3899
20034,15.3937
20039,15.3976
20044,15.4014
20049,15.4052
20054,15.409
20059,15.4128
20064,15.4167
20069,15.4205
20074,15.4243
20079,15.4281
20084,15.4084
20089,15.4005
20094,15.4043
20099,15.4081
20104,15.4002
20109,15.404
20114,15.4078
20119,15.4116
20124,15.4154
20129,15.3957
20134,15.3995
20139,15.4033
20144,15.4072
20149,15.3992
20154,15.403
20159,15.4068
20164,15.4106
20169,15.4027
20174,15.4065
20179,15.4103
20184,15.4141
20189,15.4179
20194,15.4217
20199,15.4138
20204,15.4176
20209,15.4214
20214,15.4252
20219,15.429
20224,15.4328
20229,15.4366
20234,15.4287
20239,15.4325
20244,15.4363
20249,15.4401
20254,15.4321
20259,15.4359
20264,15.4397
20269,15.4435
20274,15.4473
20279,15.4394
20284,15.4432
20289,15.447
20294,15.4391
20299,15.4428
20304,15.4466
20309,15.4504
20314,15.4425
20319,15.4463
20324,15.4501
20329,15.4539
20334,15.4576
20339,15.4614
20344,15.4535
20349,15.4456
20354,15.4494
20359,15.4532
20364,15.4569
20369,15.4491
20374,15.4412
20379,15.4449
20384,15.4371
20389,15.4408
20394,15.4446
20399,15.4484
20404,15.4405
20409,15.4443
20414,15.448
20419,15.4518
20424,15.4556
20429,15.4477
20434,15.4398
20439,15.4436
20444,15.4474
20449,15.4511
20454,15.4549
20459,15.4586
20464,15.4624
20469,15.4662
20474,15.4699
20479,15.4737
20484,15.4774
20489,15.4812
20494,15.485
20499,15.4887
20504,15.4925
20509,15.4962
20514,15.4884
20519,15.4805
20524,15.4726
20529,15.4648
20534,15.4685
20539,15.4723
20544,15.476
20549,15.4798
20554,15.4719
20559,15.4757
20564,15.4794
20569,15.4831
20574,15.4869
20579,15.4906
20584,15.4828
20589,15.4403
20594,15.4325
20599,15.4362
20604,15.44
20609,15.4437
20614,15.4474
20619,15.4396
20624,15.4434
20629,15.4356
20634,15.4393
20639,15.443
20644,15.4353
20649,15.4275
20654,15.4198
20659,15.412
20664,15.4043
20669,15.408
20674,15.4117
20679,15.4154
20684,15.4077
20689,15.4114
20694,15.4151
20699,15.4074
20704,15.4111
20709,15.4148
20714,15.4185
20719,15.4222
20724,15.4259
20729,15.4296
20734,15.4333
20739,15.437
20744,15.4407
20749,15.4444
20754,15.4481
20759,15.4519
20764,15.4327
20769,15.4364
20774,15.4401
20779,15.4438
20784,15.4475
20789,15.4512
20794,15.4549
20799,15.4586
20804,15.4623
20809,15.466
20814,15.4697
20819,15.4734
20824,15.4656
20829,15.4693
20834,15.4616
20839,15.4653
20844,15.469
20849,15.4727
20854,15.4764
20859,15.4801
20864,15.4838
20869,15.4874
20874,15.4911
20879,15.4948
20884,15.4985
20889,15.5022
20894,15.483
20899,15.4753
20904,15.4676
20909,15.4713
20914,15.475
20919,15.4673
20924,15.4709
20929,15.4746
20934,15.4783
20939,15.482
20944,15.4857
20949,15.4893
20954,15.493
20959,15.4967
20964,15.5004
20969,15.504
20974,15.5077
20979,15.5114
20984,15.5151
20989,15.496
20994,15.4996
20999,15.5033
21004,15.507
21009,15.4879
21014,15.4916
21019,15.4839
21024,15.4762
21029,15.4685
21034,15.4609
21039,15.4645
21044,15.4569
21049,15.4605
21054,15.4529
21059,15.4453
21064,15.4489
21069,15.4526
21074,15.4449
21079,15.4261
21084,15.4297
21089,15.4334
21094,15.437
21099,15.4406
21104,15.4443
21109,15.4479
21114,15.4516
21119,15.4552
21124,15.4476
21129,15.4512
21134,15.4549
21139,15.4585
21144,15.4622
21149,15.4658
21154,15.4694
21159,15.4731
21164,15.4767
21169,15.4691
21174,15.4615
21184,15.4239
21189,15.4275
21194,15.42
21199,15.4236
21204,15.4272
21209,15.4308
21214,15.4233
21219,15.4269
21224,15.4305
21229,15.4342
21234,15.4266
21239,15.4302
21244,15.4338
21249,15.4152
21254,15.4076
21259,15.4113
21264,15.4149
21269,15.4185
21274,15.4221
21279,15.4257
21284,15.4182
21289,15.4218
21294,15.4143
21299,15.4068
21304,15.4104
21309,15.414
21314,15.4176
21319,15.4101
21324,15.4137
21329,15.4173
21334,15.4098
21339,15.4134
21344,15.417
21349,15.4095
21354,15.4131
21359,15.4167
21364,15.4203
21369,15.4017
21374,15.4053
21379,15.4089
21384,15.4125
21389,15.4161
21394,15.3976
21399,15.3901
21404,15.3827
21409,15.3863
21414,15.3788
21419,15.3714
21424,15.375
21429,15.3786
21434,15.3821
21439,15.3638
21444,15.3673
21449,15.3599
21454,15.3635
21459,15.3671
21464,15.3378
21469,15.3196
21474,15.3232
21479,15.3267
21484,15.3194
21489,15.3229
21494,15.3265
21499,15.33
21504,15.3227
21509,15.3262
21514,15.3298
21519,15.3333
21524,15.3369
21529,15.3296
21534,15.3331
21539,15.3366
21544,15.3402
21549,15.3329
21554,15.3255
21559,15.3291
21564,15.3326
21569,15.3362
21574,15.3397
21579,15.3432
21584,15.3468
21589,15.3395
21594,15.343
21599,15.3357
21604,15.3392
21609,15.3428
21614,15.3463
21619,15.3498
21624,15.3534
21629,15.346
21634,15.3387
21639,15.3423
21644,15.3458
21649,15.3385
21654,15.342
21659,15.3456
21664,15.3491
21669,15.3202
21674,15.3237
21679,15.3272
21684,15.3308
21689,15.3235
21694,15.3055
21699,15.309
21704,15.3125
21709,15.316
21714,15.3195
21719,15.3015
21724,15.305
21729,15.3086
21734,15.3121
21739,15.3048
21744,15.2976
21749,15.3011
21754,15.3046
21759,15.3081
21764,15.3009
21769,15.3044
21774,15.3079
21779,15.3114
21784,15.3149
21789,15.3077
21794,15.3005
21799,15.2933
21804,15.2968
21809,15.3003
21814,15.3038
21819,15.3073
21824,15.3108
21829,15.3036
21834,15.307
21839,15.2999
21844,15.3033
21849,15.2962
21854,15.2997
21859,15.3031
21864,15.296
21869,15.2994
21874,15.3029
21879,15.2958
21884,15.2992
21889,15.3027
21894,15.2955
21899,15.299
21904,15.3025
21909,15.306
21914,15.3095
21919,15.3023
21924,15.3058
21929,15.3092
21934,15.3127
21939,15.3056
21944,15.309
21949,15.3019
21954,15.3053
21959,15.3088
21964,15.3017
21969,15.3051
21974,15.298
21979,15.3015
21984,15.3049
21989,15.3084
21994,15.3119
21999,15.3153
22004,15.3188
22009,15.3222
22014,15.3257
22019,15.3292
22024,15.322
22029,15.3255
22034,15.3289
22039,15.3324
22044,15.3359
22049,15.3393
22054,15.3428
22059,15.3356
22064,15.3391
22069,15.332
22074,15.3248
22079,15.3283
22084,15.3317
22089,15.3352
22094,15.3386
22099,15.3421
22104,15.3349
22109,15.3384
22114,15.3419
22119,15.3347
22124,15.317
22129,15.3205
22134,15.3239
22139,15.3274
22144,15.3308
22149,15.3131
22154,15.3061
22159,15.299
22164,15.3024
22169,15.2953
22174,15.2883
22179,15.2917
22184,15.2846
22189,15.2881
22194,15.2915
22199,15.2949
22204,15.2984
22209,15.3018
22214,15.2842
22219,15.2877
22224,15.2806
22229,15.2841
22234,15.2875
22239,15.2909
22244,15.2943
22249,15.2977
22254,15.3012
22259,15.2941
22264,15.2871
22269,15.2801
22274,15.2835
22279,15.2869
22284,15.2903
22289,15.2937
22294,15.2971
22299,15.3005
22304,15.304
22309,15.2969
22314,15.2795
22319,15.2829
22324,15.2863
22329,15.2897
22334,15.2931
22339,15.2861
22344,15.2895
22349,15.2825
22354,15.2651
22359,15.2685
22364,15.2719
22369,15.2649
22374,15.2683
22379,15.2717
22384,15.2751
22389,15.2785
22394,15.2819
22399,15.2853
22404,15.2783
22409,15.2817
22414,15.2748
22419,15.2782
22424,15.2815
22429,15.2849
22434,15.2883
22439,15.2917
22444,15.2847
22449,15.2778
22454,15.2708
22459,15.2639
22469,15.2603
22474,15.2637
22479,15.2671
22484,15.2705
22489,15.2635
22494,15.2669
22499,15.2703
22504,15.2736
22509,15.2667
22514,15.2701
22519,15.2735
22524,15.2665
22529,15.2493
22534,15.2527
22539,15.2355
22544,15.2389
22549,15.2423
22554,15.2456
22559,15.249
22564,15.2421
22569,15.2455
22574,15.2488
22579,15.2522
22584,15.2453
22589,15.2487
22594,15.252
22599,15.2554
22604,15.2587
22609,15.2518
22614,15.2552
22619,15.2586
22624,15.2619
22629,15.2653
22634,15.2686
22639,15.272
22644,15.2754
22649,15.2787
22654,15.2718
22659,15.2752
22664,15.2683
22669,15.2716
22674,15.275
22679,15.2783
22684,15.2817
22689,15.2748
22694,15.2679
22699,15.2713
22704,15.2644
22709,15.2677
22714,15.2609
22719,15.2642
22724,15.2676
22729,15.2709
22734,15.2742
22744,15.2707
22749,15.2741
22754,15.2774
22759,15.2705
22764,15.2637
22769,15.267
22774,15.2602
22779,15.2533
22784,15.2567
22789,15.2498
22794,15.2532
22799,15.2565
22804,15.2598
22809,15.253
22814,15.2563
22819,15.2495
22824,15.2528
22829,15.246
22834,15.2493
22839,15.2527
22844,15.256
22849,15.2593
22854,15.2626
22859,15.266
22864,15.2693
22869,15.2726
22874,15.2759
22879,15.2691
22884,15.2522
22889,15.2454
22894,15.2487
22899,15.252
22904,15.2452
22909,15.2485
22914,15.2518
22919,15.245
22924,15.2483
22929,15.2416
22934,15.2449
22939,15.2381
22944,15.2414
22949,15.2346
22954,15.2379
22959,15.2412
22964,15.2445
22969,15.2378
22974,15.231
22979,15.2343
22984,15.2376
22989,15.2409
22994,15.2342
22999,15.2274
23004,15.2307
23009,15.234
23014,15.2373
23019,15.2406
23024,15.2439
23029,15.2372
23034,15.2304
23039,15.2337
23044,15.237
23049,15.2403
23054,15.2436
23059,15.2268
23064,15.2301
23069,15.2334
23074,15.2267
23079,15.23
23084,15.2332
23089,15.2066
23094,15.2098
23099,15.2031
23104,15.2064
23109,15.2097
23114,15.213
23119,15.2163
23124,15.2195
23129,15.2228
23134,15.2261
23139,15.2294
23144,15.2326
23149,15.2359
23154,15.2392
23159,15.2425
23164,15.2457
23169,15.2291
23174,15.2323
23179,15.2356
23184,15.2389
23189,15.2123
23194,15.2056
23199,15.199
23204,15.2022
23209,15.2055
23214,15.2087
23219,15.212
23224,15.2153
23229,15.2086
23234,15.2119
23239,15.1756
23244,15.1788
23249,15.1722
23254,15.1754
23259,15.1787
23264,15.1721
23269,15.1753
23274,15.1786
23279,15.172
23284,15.1654
23289,15.1686
23294,15.1719
23299,15.1751
23304,15.1783
23309,15.1816
23314,15.1848
23319,15.1881
23324,15.1913
23329,15.1946
23334,15.1879
23339,15.1813
23344,15.1846
23349,15.1878
23354,15.1911
23359,15.1943
23364,15.1975
23369,15.1909
23374,15.1843
23379,15.1778
23384,15.1712
23389,15.1744
23394,15.1679
23399,15.1613
23404,15.1645
23409,15.158
23414,15.1417
23419,15.1351
23424,15.1384
23429,15.1416
23434,15.135
23439,15.1285
23444,15.1317
23449,15.135
23454,15.1382
23459,15.1414
23464,15.1349
23469,15.1284
23474,15.1316
23479,15.1348
23484,15.138
23489,15.1412
23494,15.1444
23499,15.1476
23504,15.1314
23509,15.1346
23514,15.1378
23519,15.1313
23524,15.1248
23529,15.1184
23534,15.1022
23539,15.0958
23544,15.0893
23549,15.0925
23554,15.0957
23559,15.0989
23564,15.1021
23569,15.1053
23574,15.1085
23579,15.102
23584,15.1052
23589,15.1084
23594,15.1116
23599,15.1148
23604,15.118
23609,15.1019
23614,15.0955
23619,15.0987
23624,15.1018
23629,15.0858
23634,15.089
23639,15.0922
23644,15.0954
23649,15.0985
23654,15.0921
23659,15.0953
23664,15.0985
23669,15.1017
23674,15.1048
23679,15.108
23684,15.1112
23689,15.1144
23694,15.1175
23699,15.1207
23704,15.1239
23709,15.1271
23714,15.1302
23719,15.1334
23724,15.1366
23729,15.1398
23734,15.1429
23739,15.1461
23744,15.1493
23749,15.1525
23754,15.146
23759,15.1492
23764,15.1428
23769,15.1459
